"Propeller_Name";"Blade_Name";"Propeller_Brand";"Number of Blades";"Propeller_Diameter";"Propeller_Pitch";"Advanced_Ratio_Input";"RPM_Rotation_Input";"Thrust_Coefficient_Output";"Power_Coefficient_Output";"Efficiency_Output"
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.286126;6011;0.080231;0.046629;0.492317
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.311665;6011;0.075844;0.045505;0.519455
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.336452;6011;0.071882;0.044496;0.543532
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.362551;6011;0.067232;0.043117;0.56532
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.388909;6011;0.062191;0.041462;0.583346
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.415059;6011;0.056812;0.039481;0.597264
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.441531;6011;0.050881;0.037048;0.606387
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.468075;6011;0.044004;0.034052;0.604869
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.494679;6011;0.036776;0.030703;0.592526
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.521976;6011;0.029559;0.027264;0.565913
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.441931;6053;0.050589;0.036936;0.605283
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.469294;6053;0.044263;0.034257;0.606379
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.491484;6053;0.037657;0.031098;0.595147
"nr640 9x5.68 - 3";"nr640 9x5.68";"nr640";3;9.0;6;0.519513;6053;0.030225;0.027597;0.568975
